time,pm25,pm10,co,no2,o3
2026-01-01 00:00:00,100.4,100.6,961.0,79.6,3.0
2026-01-01 01:00:00,110.1,110.6,832.0,77.6,3.0
2026-01-01 02:00:00,116.9,118.3,657.0,75.2,1.0
2026-01-01 03:00:00,123.4,125.3,507.0,72.6,0.0
2026-01-01 04:00:00,136.0,137.4,582.0,70.2,2.0
2026-01-01 05:00:00,147.6,149.5,1142.0,69.5,12.0
2026-01-01 06:00:00,143.9,144.8,1927.0,68.9,29.0
2026-01-01 07:00:00,102.2,104.5,2359.0,59.1,51.0
2026-01-01 08:00:00,72.9,73.1,2080.0,51.2,73.0
2026-01-01 09:00:00,58.0,58.2,1448.0,40.1,105.0
2026-01-01 10:00:00,46.9,47.1,958.0,30.3,134.0
2026-01-01 11:00:00,42.4,42.6,780.0,22.9,158.0
2026-01-01 12:00:00,41.0,41.2,744.0,16.8,180.0
2026-01-01 13:00:00,39.7,39.9,841.0,13.0,193.0
2026-01-01 14:00:00,40.3,40.5,1008.0,11.6,197.0
2026-01-01 15:00:00,40.3,40.7,1307.0,12.5,193.0
2026-01-01 16:00:00,38.8,39.3,1918.0,16.4,177.0
2026-01-01 17:00:00,42.8,43.3,3234.0,25.0,140.0
2026-01-01 18:00:00,42.4,42.6,4860.0,36.7,91.0
2026-01-01 19:00:00,52.9,53.2,5795.0,57.2,35.0
2026-01-01 20:00:00,53.4,53.7,5459.0,61.0,28.0
2026-01-01 21:00:00,61.7,61.9,4430.0,66.3,19.0
2026-01-01 22:00:00,72.9,73.1,3445.0,69.7,11.0
2026-01-01 23:00:00,76.6,77.1,2725.0,70.0,7.0
2026-01-02 00:00:00,76.1,76.6,2048.0,68.5,4.0
2026-01-02 01:00:00,78.2,78.7,1481.0,66.0,2.0
2026-01-02 02:00:00,69.4,69.6,999.0,62.5,1.0
2026-01-02 03:00:00,68.7,69.2,628.0,57.9,0.0
2026-01-02 04:00:00,65.0,65.7,506.0,53.5,2.0
2026-01-02 05:00:00,58.3,59.6,838.0,49.6,7.0
2026-01-02 06:00:00,56.0,57.7,1420.0,45.7,15.0
2026-01-02 07:00:00,49.4,50.9,1782.0,42.5,9.0
2026-01-02 08:00:00,42.7,44.4,1678.0,37.4,27.0
2026-01-02 09:00:00,33.2,33.4,1354.0,30.2,52.0
2026-01-02 10:00:00,28.4,28.5,1072.0,24.1,75.0
2026-01-02 11:00:00,26.9,27.0,893.0,20.1,94.0
2026-01-02 12:00:00,26.1,26.2,758.0,17.2,111.0
2026-01-02 13:00:00,26.0,26.1,749.0,15.9,123.0
2026-01-02 14:00:00,26.5,26.7,810.0,15.7,129.0
2026-01-02 15:00:00,28.3,28.6,998.0,17.0,129.0
2026-01-02 16:00:00,31.8,31.9,1568.0,21.9,121.0
2026-01-02 17:00:00,43.4,43.7,2999.0,33.6,100.0
2026-01-02 18:00:00,59.8,60.1,4812.0,48.9,72.0
2026-01-02 19:00:00,76.4,76.8,5828.0,75.3,42.0
2026-01-02 20:00:00,101.0,101.3,5341.0,83.4,30.0
2026-01-02 21:00:00,112.5,112.9,4057.0,94.2,15.0
2026-01-02 22:00:00,115.0,115.5,2915.0,99.0,4.0
2026-01-02 23:00:00,111.5,111.8,2240.0,92.1,4.0
2026-01-03 00:00:00,100.4,100.8,1707.0,79.3,9.0
2026-01-03 01:00:00,99.2,99.7,1286.0,68.6,13.0
2026-01-03 02:00:00,102.2,102.7,934.0,63.3,12.0
2026-01-03 03:00:00,102.7,103.4,694.0,60.2,9.0
2026-01-03 04:00:00,106.6,107.3,663.0,58.2,8.0
2026-01-03 05:00:00,111.1,111.8,1015.0,58.3,10.0
2026-01-03 06:00:00,115.7,116.4,1578.0,59.5,15.0
2026-01-03 07:00:00,114.8,115.7,1927.0,69.6,15.0
2026-01-03 08:00:00,95.9,97.3,1839.0,61.3,36.0
2026-01-03 09:00:00,71.5,72.6,1538.0,49.7,64.0
2026-01-03 10:00:00,58.6,59.5,1277.0,40.7,88.0
2026-01-03 11:00:00,49.6,50.4,1106.0,36.8,102.0
2026-01-03 12:00:00,44.0,44.8,975.0,35.3,112.0
2026-01-03 13:00:00,43.2,43.9,981.0,34.6,115.0
2026-01-03 14:00:00,56.7,57.6,1169.0,33.2,112.0
2026-01-03 15:00:00,52.9,53.7,1494.0,32.4,103.0
2026-01-03 16:00:00,53.0,53.6,1918.0,34.6,90.0
2026-01-03 17:00:00,53.3,53.8,2564.0,42.1,71.0
2026-01-03 18:00:00,54.0,54.2,3309.0,52.6,48.0
2026-01-03 19:00:00,73.8,74.3,3745.0,81.1,15.0
2026-01-03 20:00:00,83.8,84.5,3678.0,86.8,10.0
2026-01-03 21:00:00,100.4,101.3,3302.0,94.1,3.0
2026-01-03 22:00:00,113.2,114.8,2795.0,96.1,0.0
2026-01-03 23:00:00,99.9,100.6,2094.0,87.9,4.0
2026-01-04 00:00:00,89.2,89.6,1260.0,74.3,11.0
2026-01-04 01:00:00,81.5,82.0,658.0,62.7,16.0
2026-01-04 02:00:00,75.4,75.9,431.0,55.9,16.0
2026-01-04 03:00:00,73.8,74.0,435.0,51.2,13.0
2026-01-04 04:00:00,74.3,74.7,602.0,47.5,15.0
2026-01-04 05:00:00,71.0,71.5,1030.0,45.5,22.0
2026-01-04 06:00:00,74.3,75.0,1622.0,44.6,33.0
2026-01-04 07:00:00,73.1,73.8,2015.0,43.6,47.0
2026-01-04 08:00:00,46.6,46.7,2038.0,35.6,80.0
2026-01-04 09:00:00,34.8,34.9,1862.0,24.4,127.0
2026-01-04 10:00:00,35.3,35.5,1638.0,15.6,169.0
2026-01-04 11:00:00,37.3,37.5,1337.0,10.9,206.0
2026-01-04 12:00:00,39.9,40.2,989.0,8.6,239.0
2026-01-04 13:00:00,42.4,42.6,833.0,8.5,251.0
2026-01-04 14:00:00,43.1,43.2,941.0,9.7,229.0
2026-01-04 15:00:00,41.1,41.2,1241.0,13.0,186.0
2026-01-04 16:00:00,37.8,38.0,1761.0,21.5,143.0
2026-01-04 17:00:00,43.5,43.5,2786.0,39.2,103.0
2026-01-04 18:00:00,65.2,65.4,4030.0,62.0,62.0
2026-01-04 19:00:00,64.7,64.7,4662.0,63.9,59.0
2026-01-04 20:00:00,78.9,79.2,4145.0,71.1,45.0
2026-01-04 21:00:00,99.2,99.7,3015.0,80.9,26.0
2026-01-04 22:00:00,92.0,92.2,2051.0,86.7,13.0
2026-01-04 23:00:00,91.3,91.5,1538.0,84.5,12.0
2026-01-05 00:00:00,101.3,101.5,1192.0,78.4,17.0
2026-01-05 01:00:00,106.6,107.1,937.0,74.1,19.0
2026-01-05 02:00:00,127.6,127.6,702.0,74.9,13.0
2026-01-05 03:00:00,138.8,138.8,559.0,77.6,4.0
2026-01-05 04:00:00,140.2,140.2,641.0,78.5,0.0
2026-01-05 05:00:00,143.0,143.4,1170.0,76.6,4.0
2026-01-05 06:00:00,122.0,122.5,1925.0,73.0,14.0
2026-01-05 07:00:00,99.7,102.0,2377.0,70.2,17.0
2026-01-05 08:00:00,81.3,81.7,2228.0,60.6,36.0
2026-01-05 09:00:00,54.8,55.1,1777.0,47.2,63.0
2026-01-05 10:00:00,42.6,43.0,1384.0,35.2,89.0
2026-01-05 11:00:00,37.5,37.8,1139.0,25.8,114.0
2026-01-05 12:00:00,35.3,35.6,954.0,17.9,137.0
2026-01-05 13:00:00,35.7,36.1,923.0,13.1,153.0
2026-01-05 14:00:00,35.7,36.1,1014.0,11.4,160.0
2026-01-05 15:00:00,38.4,38.8,1260.0,12.9,158.0
2026-01-05 16:00:00,39.7,40.2,1852.0,19.4,146.0
2026-01-05 17:00:00,45.9,46.2,3192.0,35.1,116.0
2026-01-05 18:00:00,60.8,61.0,4879.0,55.8,75.0
2026-01-05 19:00:00,107.8,108.5,5898.0,129.6,16.0
2026-01-05 20:00:00,102.4,103.1,5701.0,116.0,21.0
2026-01-05 21:00:00,95.9,96.2,4837.0,96.8,28.0
2026-01-05 22:00:00,94.1,94.5,3938.0,79.3,35.0
2026-01-05 23:00:00,89.9,90.3,3152.0,65.6,41.0
2026-01-06 00:00:00,80.6,81.0,2331.0,53.5,48.0
2026-01-06 01:00:00,76.6,77.1,1664.0,44.3,52.0
2026-01-06 02:00:00,74.3,74.5,1184.0,38.7,53.0
2026-01-06 03:00:00,71.2,71.2,858.0,35.8,51.0
2026-01-06 04:00:00,67.3,67.3,777.0,34.3,52.0
2026-01-06 05:00:00,63.1,63.1,1133.0,34.9,54.0
2026-01-06 06:00:00,58.8,58.9,1734.0,36.8,58.0
2026-01-06 07:00:00,72.2,72.4,2088.0,42.0,53.0
2026-01-06 08:00:00,69.2,69.6,1935.0,34.4,79.0
2026-01-06 09:00:00,49.6,50.6,1535.0,24.0,116.0
2026-01-06 10:00:00,39.1,42.5,1184.0,16.0,143.0
2026-01-06 11:00:00,35.0,39.2,949.0,12.6,155.0
2026-01-06 12:00:00,32.2,36.0,762.0,11.7,157.0
2026-01-06 13:00:00,29.4,32.7,718.0,12.6,152.0
2026-01-06 14:00:00,26.6,29.6,891.0,14.7,137.0
2026-01-06 15:00:00,25.3,28.2,1208.0,18.7,115.0
2026-01-06 16:00:00,25.3,28.1,1538.0,25.9,93.0
2026-01-06 17:00:00,32.4,35.3,1918.0,40.3,70.0
2026-01-06 18:00:00,47.4,50.9,2313.0,57.9,46.0
2026-01-06 19:00:00,89.2,95.2,2485.0,127.3,16.0
2026-01-06 20:00:00,98.0,103.4,2220.0,125.2,13.0
2026-01-06 21:00:00,96.2,100.8,1733.0,121.9,9.0
2026-01-06 22:00:00,105.9,110.6,1435.0,117.4,6.0
2026-01-06 23:00:00,114.8,118.5,1604.0,110.7,4.0
2026-01-07 00:00:00,111.8,114.8,1963.0,102.7,3.0
2026-01-07 01:00:00,110.1,112.9,2088.0,95.6,2.0
2026-01-07 02:00:00,117.8,120.6,1656.0,91.0,1.0
2026-01-07 03:00:00,119.2,122.0,990.0,87.2,1.0
2026-01-07 04:00:00,97.6,100.1,644.0,82.0,3.0
2026-01-07 05:00:00,83.1,85.2,985.0,74.2,8.0
2026-01-07 06:00:00,79.2,81.0,1646.0,65.0,15.0
2026-01-07 07:00:00,89.2,92.4,2070.0,64.5,41.0
2026-01-07 08:00:00,62.4,67.1,1977.0,51.0,68.0
2026-01-07 09:00:00,40.9,45.2,1649.0,32.4,105.0
2026-01-07 10:00:00,31.8,34.8,1373.0,17.8,138.0
2026-01-07 11:00:00,28.2,29.0,1238.0,10.9,165.0
2026-01-07 12:00:00,28.9,29.7,1155.0,8.1,187.0
2026-01-07 13:00:00,30.2,30.9,1150.0,7.7,193.0
2026-01-07 14:00:00,31.9,32.7,1215.0,8.8,175.0
2026-01-07 15:00:00,28.9,29.5,1358.0,12.4,141.0
2026-01-07 16:00:00,27.3,27.6,1624.0,19.6,108.0
2026-01-07 17:00:00,33.9,34.2,2141.0,31.9,82.0
2026-01-07 18:00:00,45.2,45.4,2781.0,47.9,57.0
2026-01-07 19:00:00,68.0,68.9,3212.0,80.7,22.0
2026-01-07 20:00:00,82.0,83.4,3213.0,87.6,16.0
2026-01-07 21:00:00,93.6,95.5,3004.0,97.1,7.0
2026-01-07 22:00:00,105.2,108.3,2914.0,103.8,1.0
2026-01-07 23:00:00,112.9,116.4,3229.0,105.3,0.0
2026-01-08 00:00:00,116.2,119.7,3662.0,104.1,0.0
2026-01-08 01:00:00,126.2,129.0,3689.0,102.2,0.0
2026-01-08 02:00:00,138.3,139.7,2855.0,101.3,0.0
2026-01-08 03:00:00,148.1,150.4,1614.0,99.7,0.0
2026-01-08 04:00:00,140.2,143.0,801.0,94.8,0.0
2026-01-08 05:00:00,100.1,101.0,902.0,84.8,4.0
2026-01-08 06:00:00,83.8,85.0,1432.0,71.4,12.0
2026-01-08 07:00:00,94.8,99.4,1770.0,63.1,39.0
2026-01-08 08:00:00,76.1,77.3,1618.0,51.3,60.0
2026-01-08 09:00:00,63.3,64.3,1275.0,35.0,89.0
2026-01-08 10:00:00,47.6,48.8,1016.0,21.7,117.0
2026-01-08 11:00:00,48.1,49.2,941.0,14.2,143.0
2026-01-08 12:00:00,46.3,47.3,950.0,9.8,168.0
2026-01-08 13:00:00,43.8,44.7,1017.0,8.3,180.0
2026-01-08 14:00:00,42.7,43.5,1155.0,9.7,172.0
2026-01-08 15:00:00,40.9,41.6,1351.0,13.9,151.0
2026-01-08 16:00:00,36.8,37.4,1537.0,20.6,127.0
2026-01-08 17:00:00,44.4,44.7,1693.0,32.1,99.0
2026-01-08 18:00:00,54.4,54.7,1838.0,46.0,68.0
2026-01-08 19:00:00,61.5,61.9,1966.0,53.3,59.0
2026-01-08 20:00:00,64.3,64.7,2126.0,57.6,46.0
2026-01-08 21:00:00,61.9,62.2,2269.0,63.3,27.0
2026-01-08 22:00:00,64.5,64.7,2234.0,65.2,14.0
2026-01-08 23:00:00,65.0,65.2,1878.0,60.2,10.0
2026-01-09 00:00:00,61.2,61.5,1344.0,51.5,11.0
2026-01-09 01:00:00,47.6,47.8,908.0,43.4,14.0
2026-01-09 02:00:00,36.4,36.7,627.0,36.5,19.0
2026-01-09 03:00:00,34.3,34.6,443.0,30.1,25.0
2026-01-09 04:00:00,35.4,35.6,456.0,26.8,30.0
2026-01-09 05:00:00,39.6,39.8,849.0,29.1,29.0
2026-01-09 06:00:00,46.3,46.6,1438.0,34.5,26.0
2026-01-09 07:00:00,50.4,50.8,1774.0,36.9,34.0
2026-01-09 08:00:00,44.9,45.2,1586.0,32.0,56.0
2026-01-09 09:00:00,34.1,34.3,1144.0,25.1,85.0
2026-01-09 10:00:00,27.4,27.6,807.0,19.2,108.0
2026-01-09 11:00:00,25.5,25.6,704.0,14.7,119.0
2026-01-09 12:00:00,25.1,25.2,707.0,11.2,122.0
2026-01-09 13:00:00,25.6,25.8,785.0,9.7,119.0
2026-01-09 14:00:00,24.7,24.9,929.0,10.9,106.0
2026-01-09 15:00:00,23.1,23.4,1149.0,14.2,86.0
2026-01-09 16:00:00,19.8,20.2,1445.0,18.5,68.0
2026-01-09 17:00:00,22.5,22.8,1957.0,24.7,56.0
2026-01-09 18:00:00,26.5,26.8,2545.0,32.0,46.0
2026-01-09 19:00:00,41.0,41.0,2787.0,48.7,28.0
2026-01-09 20:00:00,43.2,43.2,2382.0,48.6,24.0
2026-01-09 21:00:00,43.8,43.8,1632.0,48.2,18.0
2026-01-09 22:00:00,45.1,45.2,1021.0,45.9,15.0
2026-01-09 23:00:00,41.3,41.4,742.0,39.9,18.0
2026-01-10 00:00:00,34.8,34.8,603.0,31.9,23.0
2026-01-10 01:00:00,29.9,30.0,507.0,25.6,28.0
2026-01-10 02:00:00,27.4,27.4,393.0,22.2,32.0
2026-01-10 03:00:00,25.8,25.8,322.0,20.4,36.0
2026-01-10 04:00:00,22.4,22.4,385.0,20.2,38.0
2026-01-10 05:00:00,20.5,20.5,719.0,22.7,35.0
2026-01-10 06:00:00,20.8,21.0,1186.0,26.7,30.0
2026-01-10 07:00:00,31.4,31.7,1462.0,28.9,34.0
2026-01-10 08:00:00,28.2,28.2,1355.0,25.9,39.0
2026-01-10 09:00:00,22.5,22.5,1057.0,21.6,46.0
2026-01-10 10:00:00,18.2,18.3,815.0,17.5,58.0
2026-01-10 11:00:00,16.8,16.9,692.0,13.6,79.0
2026-01-10 12:00:00,16.8,16.8,625.0,9.9,105.0
2026-01-10 13:00:00,17.5,17.6,670.0,8.4,121.0
2026-01-10 14:00:00,19.4,19.5,902.0,10.0,121.0
2026-01-10 15:00:00,19.9,20.0,1247.0,13.7,110.0
2026-01-10 16:00:00,19.4,19.4,1532.0,18.6,97.0
2026-01-10 17:00:00,20.9,21.0,1724.0,25.5,80.0
2026-01-10 18:00:00,26.3,26.3,1857.0,33.6,59.0
2026-01-10 19:00:00,36.1,36.3,1865.0,34.9,46.0
2026-01-10 20:00:00,37.7,37.8,1677.0,36.4,41.0
2026-01-10 21:00:00,41.4,41.6,1365.0,38.3,33.0
2026-01-10 22:00:00,45.9,45.9,1076.0,38.8,28.0
2026-01-10 23:00:00,46.4,46.6,850.0,36.6,27.0
2026-01-11 00:00:00,43.4,43.5,648.0,33.0,29.0
2026-01-11 01:00:00,39.5,39.6,500.0,29.9,30.0
2026-01-11 02:00:00,37.6,37.7,394.0,27.6,30.0
2026-01-11 03:00:00,36.0,36.1,341.0,25.9,29.0
2026-01-11 04:00:00,33.6,33.9,406.0,25.1,30.0
2026-01-11 05:00:00,34.7,34.8,712.0,26.6,30.0
2026-01-11 06:00:00,38.4,38.6,1136.0,29.2,32.0
2026-01-11 07:00:00,35.0,35.4,1374.0,33.3,21.0
2026-01-11 08:00:00,26.7,27.0,1233.0,27.8,39.0
2026-01-11 09:00:00,23.1,23.3,907.0,20.1,64.0
2026-01-11 10:00:00,19.5,19.7,670.0,14.4,83.0
2026-01-11 11:00:00,26.8,27.1,623.0,12.1,90.0
2026-01-11 12:00:00,23.6,23.9,666.0,11.7,90.0
2026-01-11 13:00:00,17.3,17.6,770.0,12.7,86.0
2026-01-11 14:00:00,13.4,13.7,948.0,15.4,76.0
2026-01-11 15:00:00,12.7,13.1,1187.0,19.4,63.0
2026-01-11 16:00:00,13.2,14.0,1422.0,23.1,51.0
2026-01-11 17:00:00,13.0,14.1,1689.0,26.0,44.0
2026-01-11 18:00:00,13.6,14.5,1952.0,28.5,38.0
2026-01-11 19:00:00,15.0,15.8,2034.0,30.3,34.0
2026-01-11 20:00:00,16.3,17.1,1796.0,31.2,30.0
2026-01-11 21:00:00,17.5,18.1,1376.0,31.5,28.0
2026-01-11 22:00:00,17.7,18.3,1013.0,30.9,26.0
2026-01-11 23:00:00,16.8,17.5,794.0,29.2,26.0
2026-01-12 00:00:00,15.1,15.7,632.0,26.7,26.0
2026-01-12 01:00:00,13.2,13.8,506.0,24.6,27.0
2026-01-12 02:00:00,11.6,12.2,374.0,23.0,28.0
2026-01-12 03:00:00,10.7,11.2,277.0,21.7,29.0
2026-01-12 04:00:00,10.4,10.8,325.0,21.5,29.0
2026-01-12 05:00:00,11.1,11.6,673.0,23.4,25.0
2026-01-12 06:00:00,15.3,15.8,1165.0,26.4,19.0
2026-01-12 07:00:00,21.5,22.5,1439.0,25.4,20.0
2026-01-12 08:00:00,18.1,19.2,1261.0,22.6,29.0
2026-01-12 09:00:00,16.8,18.0,865.0,18.7,41.0
2026-01-12 10:00:00,14.0,14.9,592.0,15.5,53.0
2026-01-12 11:00:00,9.2,9.5,588.0,13.4,62.0
2026-01-12 12:00:00,8.6,8.8,708.0,11.9,71.0
2026-01-12 13:00:00,10.6,10.8,857.0,11.8,77.0
2026-01-12 14:00:00,12.7,12.9,1016.0,13.7,81.0
2026-01-12 15:00:00,13.6,13.9,1204.0,17.0,83.0
2026-01-12 16:00:00,15.4,15.7,1387.0,20.2,81.0
2026-01-12 17:00:00,16.2,16.6,1597.0,23.1,72.0
2026-01-12 18:00:00,16.6,16.9,1802.0,26.0,60.0
2026-01-12 19:00:00,17.5,18.2,1875.0,30.0,43.0
2026-01-12 20:00:00,19.0,19.3,1735.0,29.8,42.0
2026-01-12 21:00:00,20.9,21.2,1464.0,29.5,40.0
2026-01-12 22:00:00,22.4,22.6,1180.0,28.8,39.0
2026-01-12 23:00:00,22.9,23.1,886.0,27.5,39.0
2026-01-13 00:00:00,23.5,23.7,579.0,25.8,39.0
2026-01-13 01:00:00,23.7,24.0,365.0,24.4,39.0
2026-01-13 02:00:00,22.5,22.8,283.0,23.4,39.0
2026-01-13 03:00:00,20.7,21.1,294.0,22.7,40.0
2026-01-13 04:00:00,19.9,20.3,388.0,22.6,39.0
2026-01-13 05:00:00,19.9,20.1,638.0,24.0,35.0
2026-01-13 06:00:00,20.8,21.0,970.0,25.9,29.0
2026-01-13 07:00:00,26.7,27.2,1154.0,26.2,32.0
2026-01-13 08:00:00,26.0,26.3,1039.0,22.4,44.0
2026-01-13 09:00:00,23.7,24.2,774.0,17.0,60.0
2026-01-13 10:00:00,20.3,20.7,580.0,12.8,74.0
2026-01-13 11:00:00,17.7,18.0,529.0,10.6,83.0
2026-01-13 12:00:00,16.5,16.9,548.0,9.4,90.0
2026-01-13 13:00:00,16.8,17.2,636.0,9.3,95.0
2026-01-13 14:00:00,15.3,15.5,833.0,10.3,100.0
2026-01-13 15:00:00,15.3,15.5,1100.0,12.3,103.0
2026-01-13 16:00:00,16.9,17.3,1318.0,15.1,101.0
2026-01-13 17:00:00,20.4,20.8,1471.0,19.4,90.0
2026-01-13 18:00:00,21.6,21.9,1576.0,24.4,73.0
2026-01-13 19:00:00,22.8,23.2,1563.0,28.5,53.0
2026-01-13 20:00:00,24.1,24.3,1354.0,27.4,53.0
2026-01-13 21:00:00,24.7,24.9,1028.0,26.0,54.0
2026-01-13 22:00:00,23.7,24.0,751.0,24.6,55.0
2026-01-13 23:00:00,22.1,22.4,582.0,23.5,56.0
2026-01-14 00:00:00,21.3,21.7,462.0,22.6,58.0
2026-01-14 01:00:00,21.7,22.1,376.0,21.8,59.0
2026-01-14 02:00:00,21.7,22.0,302.0,21.2,60.0
2026-01-14 03:00:00,21.2,21.6,262.0,20.7,61.0
2026-01-14 04:00:00,20.7,21.0,303.0,20.6,61.0
2026-01-14 05:00:00,20.4,20.7,507.0,21.5,59.0
2026-01-14 06:00:00,19.9,20.1,793.0,22.7,57.0
2026-01-14 07:00:00,19.5,19.8,964.0,26.3,48.0
2026-01-14 08:00:00,18.7,19.0,907.0,22.2,54.0
2026-01-14 09:00:00,14.9,15.3,735.0,16.7,64.0
2026-01-14 10:00:00,13.4,13.8,598.0,12.6,72.0
2026-01-14 11:00:00,14.6,14.8,530.0,11.1,81.0
2026-01-14 12:00:00,16.2,16.5,496.0,11.1,89.0
2026-01-14 13:00:00,16.2,16.4,542.0,12.7,90.0
2026-01-14 14:00:00,14.2,14.5,742.0,16.7,80.0
2026-01-14 15:00:00,13.3,13.6,1023.0,22.3,63.0
2026-01-14 16:00:00,15.9,16.2,1210.0,26.7,50.0
2026-01-14 17:00:00,21.8,22.1,1217.0,28.8,46.0
2026-01-14 18:00:00,22.6,22.9,1131.0,29.8,45.0
2026-01-14 19:00:00,30.5,31.2,1031.0,31.0,48.0
2026-01-14 20:00:00,29.9,30.2,942.0,28.6,49.0
2026-01-14 21:00:00,29.0,29.2,841.0,25.3,49.0
2026-01-14 22:00:00,26.5,26.8,734.0,22.7,49.0
2026-01-14 23:00:00,24.0,24.3,612.0,21.7,47.0
2026-01-15 00:00:00,21.6,21.8,484.0,21.5,44.0
2026-01-15 01:00:00,19.1,19.3,394.0,21.0,43.0
2026-01-15 02:00:00,15.4,15.5,337.0,19.6,46.0
2026-01-15 03:00:00,12.8,12.9,316.0,18.0,51.0
2026-01-15 04:00:00,11.7,11.9,387.0,17.4,53.0
2026-01-15 05:00:00,11.2,11.3,652.0,18.8,50.0
2026-01-15 06:00:00,11.8,11.9,1008.0,21.2,43.0
2026-01-15 07:00:00,22.8,23.2,1201.0,24.2,44.0
2026-01-15 08:00:00,19.6,20.0,1055.0,22.2,50.0
2026-01-15 09:00:00,19.2,19.5,747.0,19.4,59.0
2026-01-15 10:00:00,21.4,21.7,549.0,16.7,68.0
2026-01-15 11:00:00,22.8,23.2,583.0,13.8,79.0
2026-01-15 12:00:00,23.1,23.5,727.0,11.1,90.0
2026-01-15 13:00:00,19.9,20.3,892.0,10.5,93.0
2026-01-15 14:00:00,17.2,17.5,1079.0,13.4,83.0
2026-01-15 15:00:00,14.8,15.1,1285.0,18.4,66.0
2026-01-15 16:00:00,15.8,16.0,1416.0,23.4,51.0
2026-01-15 17:00:00,18.1,18.3,1426.0,28.3,42.0
2026-01-15 18:00:00,21.4,21.5,1360.0,33.2,36.0
2026-01-15 19:00:00,24.8,24.9,1255.0,39.9,25.0
2026-01-15 20:00:00,26.6,26.7,1104.0,37.8,25.0
2026-01-15 21:00:00,26.7,26.8,915.0,34.9,26.0
2026-01-15 22:00:00,27.0,27.1,743.0,32.2,26.0
2026-01-15 23:00:00,26.2,26.4,604.0,29.9,26.0
2026-01-16 00:00:00,23.7,24.0,483.0,27.9,25.0
2026-01-16 01:00:00,22.0,22.3,390.0,26.5,24.0
2026-01-16 02:00:00,19.4,20.0,305.0,26.2,23.0
2026-01-16 03:00:00,19.6,20.4,249.0,26.5,21.0
2026-01-16 04:00:00,20.4,21.2,296.0,26.3,21.0
2026-01-16 05:00:00,21.6,22.3,560.0,25.3,22.0
2026-01-16 06:00:00,22.8,23.5,928.0,23.8,25.0
2026-01-16 07:00:00,20.8,22.0,1131.0,20.4,33.0
2026-01-16 08:00:00,20.5,21.7,1001.0,17.5,46.0
2026-01-16 09:00:00,18.6,19.8,706.0,13.5,63.0
2026-01-16 10:00:00,17.2,18.0,489.0,10.5,77.0
2026-01-16 11:00:00,16.1,16.9,431.0,9.3,82.0
2026-01-16 12:00:00,17.6,18.4,450.0,9.1,83.0
2026-01-16 13:00:00,16.8,17.2,542.0,9.4,85.0
2026-01-16 14:00:00,17.7,18.3,739.0,9.5,91.0
2026-01-16 15:00:00,18.4,19.2,1007.0,10.0,98.0
2026-01-16 16:00:00,19.1,19.7,1246.0,12.5,98.0
2026-01-16 17:00:00,23.4,23.9,1450.0,18.8,87.0
2026-01-16 18:00:00,27.6,28.2,1624.0,27.2,70.0
2026-01-16 19:00:00,23.4,23.4,1677.0,37.0,41.0
2026-01-16 20:00:00,26.6,26.7,1538.0,36.7,38.0
2026-01-16 21:00:00,27.3,27.4,1277.0,36.2,34.0
2026-01-16 22:00:00,28.2,28.5,1019.0,34.9,31.0
2026-01-16 23:00:00,28.5,28.8,783.0,32.4,32.0
2026-01-17 00:00:00,26.8,27.1,549.0,29.2,34.0
2026-01-17 01:00:00,24.7,25.0,381.0,26.2,37.0
2026-01-17 02:00:00,23.5,23.7,282.0,23.5,41.0
2026-01-17 03:00:00,21.7,21.8,249.0,21.1,45.0
2026-01-17 04:00:00,20.1,20.3,335.0,20.0,47.0
2026-01-17 05:00:00,20.6,20.7,663.0,21.8,44.0
2026-01-17 06:00:00,22.8,22.9,1110.0,25.0,39.0
2026-01-17 07:00:00,18.5,18.6,1357.0,24.4,39.0
2026-01-17 08:00:00,17.3,17.3,1205.0,21.1,55.0
2026-01-17 09:00:00,15.1,15.1,853.0,16.4,77.0
2026-01-17 10:00:00,17.9,18.0,587.0,12.3,97.0
2026-01-17 11:00:00,20.4,20.6,519.0,9.0,112.0
2026-01-17 12:00:00,21.4,21.7,537.0,6.2,124.0
2026-01-17 13:00:00,21.0,21.4,584.0,5.2,130.0
2026-01-17 14:00:00,19.3,19.6,584.0,6.2,127.0
2026-01-17 15:00:00,19.4,19.8,613.0,9.0,117.0
2026-01-17 16:00:00,20.3,20.7,847.0,14.2,103.0
2026-01-17 17:00:00,21.7,22.1,1547.0,23.7,85.0
2026-01-17 18:00:00,27.0,27.4,2452.0,35.5,63.0
2026-01-17 19:00:00,27.0,27.7,2955.0,41.9,24.0
2026-01-17 20:00:00,29.5,30.0,2698.0,44.4,18.0
2026-01-17 21:00:00,33.2,33.8,2039.0,47.7,10.0
2026-01-17 22:00:00,37.6,38.5,1442.0,49.0,5.0
2026-01-17 23:00:00,38.3,39.3,1056.0,46.7,5.0
2026-01-18 00:00:00,34.8,35.5,732.0,42.4,8.0
2026-01-18 01:00:00,31.7,32.0,493.0,37.9,11.0
2026-01-18 02:00:00,26.8,27.0,335.0,33.3,15.0
2026-01-18 03:00:00,22.8,22.9,263.0,28.5,20.0
2026-01-18 04:00:00,19.8,19.9,309.0,24.9,24.0
2026-01-18 05:00:00,19.3,19.3,579.0,23.9,24.0
2026-01-18 06:00:00,21.2,21.4,968.0,24.2,24.0
2026-01-18 07:00:00,25.1,25.4,1197.0,25.9,24.0
